id	polarity	polarity_all	clause_text	orig_sentence_text	split
f06_jef_s19_c01	none	[]	I investigated by asking Ford ' s chief financial officer to explain them	But I thought the higher costs were worth some investigation , so I investigated - - by asking Ford ' s chief financial officer to explain them .	train
f06_jef_s20_c00	none	[]	Shanks said	What was behind Ford ' s year-over-year cost increase Ford CFO Bob Shanks said that the story here is one that he had warned about in his first-quarter presentation :	train
f06_jef_s20_c01	negative	['negative']	he had warned about in his first-quarter presentation	What was behind Ford ' s year-over-year cost increase Ford CFO Bob Shanks said that the story here is one that he had warned about in his first-quarter presentation :	train
f06_jef_s20_c02	negative	['negative', 'negative']	: was behind Ford ' s year-over-year cost increase Ford CFO Bob	What was behind Ford ' s year-over-year cost increase Ford CFO Bob Shanks said that the story here is one that he had warned about in his first-quarter presentation :	train
f06_jef_s20_c03	none	[]	the story here is one	What was behind Ford ' s year-over-year cost increase Ford CFO Bob Shanks said that the story here is one that he had warned about in his first-quarter presentation :	train
f06_jef_s21_c00	negative	['negative']	The prices of key commodities , particularly steel , are up year-over-year .	The prices of key commodities , particularly steel , are up year-over-year .	train
f06_jef_s22_c00	none	[]	That had an impact on Ford ' s results in other parts of the world as well	That had an impact on Ford ' s results in other parts of the world as well : For the company itself , - LSB - commodity costs are - RSB - up about nearly $ 400 million .	train
f06_jef_s22_c01	negative	['negative']	- LSB - commodity costs are RSB - up about nearly $ 400 million	That had an impact on Ford ' s results in other parts of the world as well : For the company itself , - LSB - commodity costs are - RSB - up about nearly $ 400 million .	train
f06_jef_s23_c00	none	[]	it ' s going to be over $ 1 billion for the full year	I talked about this in the first quarter , when I said it ' s going to be over $ 1 billion for the full year .	train
f06_jef_s23_c01	none	[]	I said	I talked about this in the first quarter , when I said it ' s going to be over $ 1 billion for the full year .	train
f06_jef_s23_c02	none	[]	I talked about this in the first quarter ,	I talked about this in the first quarter , when I said it ' s going to be over $ 1 billion for the full year .	train
f06_jef_s24_c00	none	[]	the full year based on what we know today	it ' s probably going to be about $ 1.2 billion for the full year based on what we know today .	train
f06_jef_s24_c01	none	[]	it to be about $ 1.2 billion	it ' s probably going to be about $ 1.2 billion for the full year based on what we know today .	train
f06_jef_s25_c00	negative	['negative']	When you look at the first half , we ' ve seen about half of that , nearly 	When you look at the first half , we ' ve seen about half of that , nearly $ 560 million , and the biggest portion of that in terms of where it occurs is in North America .	train
f06_jef_s25_c01	none	[]	 about ha	When you look at the first half , we ' ve seen about half of that , nearly $ 560 million , and the biggest portion of that in terms of where it occurs is in North America .	train
f06_jef_s26_c00	none	[]	And the biggest portion within the commodities is steel .	And the biggest portion within the commodities is steel .	train
f06_jef_s27_c00	none	[]	Everything but is steel	Everything is up , but the biggest piece of that is steel .	train
f06_jef_s27_c01	none	[]	Everything but is up	Everything is up , but the biggest piece of that is steel .	train
f06_jef_s28_c00	none	[]	here , you ' re just simply	So here , you ' re just simply seeing happen in the quarter what we talked about in the first quarter .	train
f06_jef_s28_c01	none	[]	here , you seeing happen in the quarter	So here , you ' re just simply seeing happen in the quarter what we talked about in the first quarter .	train
f06_jef_s28_c02	none	[]	we talked about in the first quarter	So here , you ' re just simply seeing happen in the quarter what we talked about in the first quarter .	train
f06_jef_s29_c00	negative	['negative', 'negative', 'negative']	increased commodity costs had a $ 69 million impact on Ford ' s results in Europe in the second quarter , and smaller effects elsewhere in the world	Shanks noted that increased commodity costs had a $ 69 million impact on Ford ' s results in Europe in the second quarter , and smaller effects elsewhere in the world .	train
f06_jef_s29_c01	none	[]	Shanks noted	Shanks noted that increased commodity costs had a $ 69 million impact on Ford ' s results in Europe in the second quarter , and smaller effects elsewhere in the world .	train
f06_jef_s30_c00	negative	['negative', 'negative', 'negative', 'negative', 'negative', 'negative', 'positive', 'positive', 'negative']	The profit decline but s also a trend	The profit decline was a fluke , but it ' s also a trend While the explanation for Ford ' s second-quarter profit decline in North America is something of a fluke , in the sense that it ' s not related to Ford ' s business execution , it ' s hard to deny that the trend for profits and margins in Ford ' s most important region have n't been good over the last year and a half .	train
f06_jef_s30_c01	negative	['negative', 'negative', 'negative', 'negative', 'positive', 'positive', 'positive', 'positive', 'negative', 'negative', 'negative', 'negative']	the explanation for Ford ' s second-quarter profit decline in North America it s hard to deny is something of a fluke , in the sense	The profit decline was a fluke , but it ' s also a trend While the explanation for Ford ' s second-quarter profit decline in North America is something of a fluke , in the sense that it ' s not related to Ford ' s business execution , it ' s hard to deny that the trend for profits and margins in Ford ' s most important region have n't been good over the last year and a half .	train
f06_jef_s30_c02	negative	['positive', 'negative', 'negative', 'negative', 'negative', 'negative', 'negative', 'negative']	it ' s not related to Ford ' s business execution	The profit decline was a fluke , but it ' s also a trend While the explanation for Ford ' s second-quarter profit decline in North America is something of a fluke , in the sense that it ' s not related to Ford ' s business execution , it ' s hard to deny that the trend for profits and margins in Ford ' s most important region have n't been good over the last year and a half .	train
f06_jef_s30_c03	negative	['negative', 'negative', 'negative', 'negative', 'positive', 'positive', 'negative', 'negative', 'negative', 'positive', 'positive']	the trend for profits and margins in Ford ' s most important region have n't been good over the last year and a half	The profit decline was a fluke , but it ' s also a trend While the explanation for Ford ' s second-quarter profit decline in North America is something of a fluke , in the sense that it ' s not related to Ford ' s business execution , it ' s hard to deny that the trend for profits and margins in Ford ' s most important region have n't been good over the last year and a half .	train
f06_jef_s30_c04	negative	['negative', 'negative', 'negative', 'negative', 'positive', 'positive', 'positive', 'negative']	The profit decline but was a fluke	The profit decline was a fluke , but it ' s also a trend While the explanation for Ford ' s second-quarter profit decline in North America is something of a fluke , in the sense that it ' s not related to Ford ' s business execution , it ' s hard to deny that the trend for profits and margins in Ford ' s most important region have n't been good over the last year and a half .	train
f06_jef_s30_c05	negative	['negative', 'negative', 'negative', 'negative', 'positive', 'positive', 'negative', 'negative', 'negative', 'negative']	the explanation for Ford ' s second-quarter profit decline in North America it s hard to deny s hard to deny	The profit decline was a fluke , but it ' s also a trend While the explanation for Ford ' s second-quarter profit decline in North America is something of a fluke , in the sense that it ' s not related to Ford ' s business execution , it ' s hard to deny that the trend for profits and margins in Ford ' s most important region have n't been good over the last year and a half .	train
f06_jef_s31_c00	none	[]	The bars show Ford North America ' s pre-tax profit for every quarter since the beginning of 2016 , in billions of dollars right-hand axis .	The bars show Ford North America ' s pre-tax profit for every quarter since the beginning of 2016 , in billions of dollars right-hand axis .	train
f06_jef_s32_c00	none	[]	The dots on the line show Ford ' s profit margin in each quarter left-hand axis .	The dots on the line show Ford ' s profit margin in each quarter left-hand axis .	train
f06_jef_s33_c00	none	[]	we would expect to see	That trend is , of course , what we would expect to see as the market for new vehicles passes the peak of its cycle .	train
f06_jef_s33_c01	negative	['negative', 'negative', 'negative']	That trend is , of course ,	That trend is , of course , what we would expect to see as the market for new vehicles passes the peak of its cycle .	train
f06_jef_s33_c02	negative	['negative', 'negative', 'negative', 'negative', 'negative', 'negative']	the market for new vehicles passes the peak of its cycle	That trend is , of course , what we would expect to see as the market for new vehicles passes the peak of its cycle .	train
f06_jef_s34_c00	positive	['positive', 'positive', 'positive']	incentives are rising as automakers try to generate year-over-sales growth in a market	Sales are still strong , but incentives are rising as automakers try to generate year-over-sales growth in a market that ' s more or less flat , and that in turn squeezes profit margins .	train
f06_jef_s34_c01	none	[]	a market s more or less flat	Sales are still strong , but incentives are rising as automakers try to generate year-over-sales growth in a market that ' s more or less flat , and that in turn squeezes profit margins .	train
f06_jef_s34_c02	positive	['positive', 'positive', 'positive', 'positive']	Sales are still strong	Sales are still strong , but incentives are rising as automakers try to generate year-over-sales growth in a market that ' s more or less flat , and that in turn squeezes profit margins .	train
f06_jef_s35_c00	negative	['negative', 'negative']	General Motors ' profit in North America fell 7 % in the second quarter while Fiat Chrysler Automobiles ' profit in the region fell 2 % year-over-year	Ford was n't alone : General Motors ' profit in North America fell 7 % in the second quarter , while Fiat Chrysler Automobiles ' profit in the region fell 2 % year-over-year .	train
f06_jef_s35_c01	none	[]	Ford was n't alone	Ford was n't alone : General Motors ' profit in North America fell 7 % in the second quarter , while Fiat Chrysler Automobiles ' profit in the region fell 2 % year-over-year .	train
f06_jef_s36_c00	negative	['negative', 'negative']	it has clearly been hit harder than some rivals by rising steel prices	Ford is still faring well , though it has clearly been hit harder than some rivals by rising steel prices .	train
f06_jef_s36_c01	negative	['negative', 'negative']	Ford is still faring well ,	Ford is still faring well , though it has clearly been hit harder than some rivals by rising steel prices .	train
f06_jef_s37_c00	neutral	['negative', 'negative', 'positive', 'positive']	 seeing now , both suggest that things might get worse before they get a wh	But history , and the trends we ' re seeing now , both suggest that things might get worse before they get a whole lot better .	train
f06_jef_s37_c01	negative	['negative']	nd e trends we '	But history , and the trends we ' re seeing now , both suggest that things might get worse before they get a whole lot better .	train
f07_jef_s00_c00	positive	['positive']	DHL and Ford Unveil a Jointly Made Electric Delivery Van	DHL and Ford Unveil a Jointly Made Electric Delivery Van	train
f07_jef_s01_c00	positive	['positive', 'positive']	Deutsche Post DHL Group and U.S . automaker Ford have unveiled a jointly manufactured electric delivery van amid growing demand for emission-free utility vehicles .	Deutsche Post DHL Group and U.S . automaker Ford have unveiled a jointly manufactured electric delivery van amid growing demand for emission-free utility vehicles .	train
f07_jef_s02_c00	positive	['positive']	an electric drivetrain designed for the German logistics giant	The StreetScooter WORK XL merges a Ford Transit chassis with an electric drivetrain designed for the German logistics giant .	train
f07_jef_s02_c01	none	[]	The StreetScooter WORK XL merges a Ford Transit chassis with an electric drivetrain	The StreetScooter WORK XL merges a Ford Transit chassis with an electric drivetrain designed for the German logistics giant .	train
f07_jef_s03_c00	positive	['positive', 'positive']	n made by DHL , which began manufacturing its own vehicles after fi	It ' s the third and largest electric delivery van made by DHL , which began manufacturing its own vehicles after finding none that met its specifications .	train
f07_jef_s03_c01	none	[]	ter  g none that met its sp	It ' s the third and largest electric delivery van made by DHL , which began manufacturing its own vehicles after finding none that met its specifications .	train
f07_jef_s03_c02	none	[]	the third and largest electric delivery van m	It ' s the third and largest electric delivery van made by DHL , which began manufacturing its own vehicles after finding none that met its specifications .	train
f07_jef_s04_c00	positive	['positive']	DHL plans to put 2,500 of the new electric vans on the streets of major cities by the end of 2018 .	DHL plans to put 2,500 of the new electric vans on the streets of major cities by the end of 2018 .	train
f07_jef_s05_c00	positive	['positive']	Each van will save 5 metrics tons 5.5 tons of carbon dioxide a year .	Each van will save 5 metrics tons 5.5 tons of carbon dioxide a year .	train
f07_jef_s06_c00	none	[]	the StreetScooter WORK	The company has started selling its smaller models to third parties and said Wednesday that the StreetScooter WORK XL should be available for purchase as well in future .	train
f07_jef_s06_c01	none	[]	The company said Wednesday	The company has started selling its smaller models to third parties and said Wednesday that the StreetScooter WORK XL should be available for purchase as well in future .	train
f07_jef_s06_c02	positive	['positive']	The company has started selling its smaller models to third parties	The company has started selling its smaller models to third parties and said Wednesday that the StreetScooter WORK XL should be available for purchase as well in future .	train
f07_jef_s06_c03	positive	['positive']	XL should be available for purchase as well in future	The company has started selling its smaller models to third parties and said Wednesday that the StreetScooter WORK XL should be available for purchase as well in future .	train
f08_jef_s00_c00	negative	['negative']	How Ford ' s Sales in China Disappointed in August	How Ford ' s Sales in China Disappointed in August	train
f08_jef_s01_c00	positive	['positive']	What Accelerated Chinese Vehicle Sales in August ?	What Accelerated Chinese Vehicle Sales in August ?	train
f08_jef_s02_c00	neutral	['positive', 'negative']	Ford ' s August sales in China Ford Motor F sold just under 98,000 vehicle units in China in August 2017 , representing a fall of ~ 1.0 % from its sales VCR in China one year ago .	Ford ' s August sales in China Ford Motor F sold just under 98,000 vehicle units in China in August 2017 , representing a fall of ~ 1.0 % from its sales VCR in China one year ago .	train
f08_jef_s03_c00	none	[]	July 2017 the company	In July 2017 , the company ' s China sales came in at just over 84,000 vehicle units , representing a ~ 7 % fall on a YoY year-over-year basis .	train
f08_jef_s03_c01	negative	['negative', 'negative', 'negative']	China sales came in at just over 84,000 vehicle units	In July 2017 , the company ' s China sales came in at just over 84,000 vehicle units , representing a ~ 7 % fall on a YoY year-over-year basis .	train
f08_jef_s03_c02	negative	['negative']	just over 84,000 vehicle units representing a ~ 7 % fall on a YoY year-over-year basis	In July 2017 , the company ' s China sales came in at just over 84,000 vehicle units , representing a ~ 7 % fall on a YoY year-over-year basis .	train
f08_jef_s04_c00	negative	['negative', 'negative']	On a YTD year-to-date basis , Ford ' s Chinese market sales have fallen ~ 6.0 % , compared with the same period in 2016 .	On a YTD year-to-date basis , Ford ' s Chinese market sales have fallen ~ 6.0 % , compared with the same period in 2016 .	train
f08_jef_s05_c00	positive	['positive', 'positive']	Some positive factors	Some positive factors	train
f08_jef_s06_c00	positive	['positive', 'positive', 'positive']	In August 2017 , Ford ' s EcoSport car model performed well in China , reporting a 43 % YoY increase in its sales to 4,414 car units .	In August 2017 , Ford ' s EcoSport car model performed well in China , reporting a 43 % YoY increase in its sales to 4,414 car units .	train
f08_jef_s07_c00	positive	['positive']	In its August sales report , the company highlighted an increase of about 25 % YoY in its imported vehicle sales in the Chinese market for the month .	In its August sales report , the company highlighted an increase of about 25 % YoY in its imported vehicle sales in the Chinese market for the month .	train
f08_jef_s08_c00	none	[]	What could it mean ?	What could it mean ?	train
f08_jef_s09_c00	positive	['positive', 'positive', 'positive']	It ' s important for US automakers to explore new international markets for future growth .	It ' s important for US automakers to explore new international markets for future growth .	train
f08_jef_s10_c00	negative	['negative', 'negative', 'negative', 'negative', 'negative', 'negative', 'negative']	a time US auto sales have shown signs of weakness in the first eight months of 2017	This becomes more important at a time when US auto sales have shown signs of weakness in the first eight months of 2017 .	train
f08_jef_s10_c01	none	[]	This becomes more important at a time	This becomes more important at a time when US auto sales have shown signs of weakness in the first eight months of 2017 .	train
f08_jef_s11_c00	positive	['positive', 'positive', 'positive', 'positive', 'positive', 'positive', 'positive', 'positive', 'positive']	especially in a growth market like China could lower Ford ' s risk profile Improving international sales	Improving international sales , especially in a growth market like China , could lower Ford ' s risk profile .	train
f08_jef_s11_c01	positive	['positive', 'positive', 'positive']	especially in a growth market like China could lower Ford ' s risk profile could lower Ford ' s risk profile	Improving international sales , especially in a growth market like China , could lower Ford ' s risk profile .	train
f08_jef_s12_c00	positive	['positive']	Notably , automakers including Toyota Motor TM , General Motors GM , and Fiat Chrysler Automobiles FCAU have been trying to focus more on their Chinese sales for the last few years .	Notably , automakers including Toyota Motor TM , General Motors GM , and Fiat Chrysler Automobiles FCAU have been trying to focus more on their Chinese sales for the last few years .	train
f08_jef_s13_c00	none	[]	In the next part , we ' ll take a look at Ford ' s brand-wise China sales in August .	In the next part , we ' ll take a look at Ford ' s brand-wise China sales in August .	train
f09_jef_s00_c00	negative	['negative']	Top Ford Execs Leaving As Hackett Reshapes The Automaker For The Future	Top Ford Execs Leaving As Hackett Reshapes The Automaker For The Future	train
f09_jef_s01_c00	negative	['negative']	four top executives will voluntarily depart by the end of the year , a substantial change in top management	Ford Motor Co . said Tuesday that four top executives will voluntarily depart by the end of the year , a substantial change in top management as Chief Executive Jim Hackett aims to make the Dearborn , Mich . - based carmaker more competitive in a rapidly changing industry .	train
f09_jef_s01_c01	none	[]	Chief Executive Jim Hackett aims to make	Ford Motor Co . said Tuesday that four top executives will voluntarily depart by the end of the year , a substantial change in top management as Chief Executive Jim Hackett aims to make the Dearborn , Mich . - based carmaker more competitive in a rapidly changing industry .	train
f09_jef_s01_c02	none	[]	Ford Motor Co said Tuesday	Ford Motor Co . said Tuesday that four top executives will voluntarily depart by the end of the year , a substantial change in top management as Chief Executive Jim Hackett aims to make the Dearborn , Mich . - based carmaker more competitive in a rapidly changing industry .	train
f09_jef_s02_c00	negative	['negative']	the head of global strategy , , has elected to leave the company	The heads of global marketing , quality and human resources are retiring after long careers , while the head of global strategy , who joined Ford in 2015 under previous CEO Mark Fields , has elected to leave the company .	train
f09_jef_s02_c01	negative	['negative']	The heads of global marketing , quality and human resources are retiring after long careers ,	The heads of global marketing , quality and human resources are retiring after long careers , while the head of global strategy , who joined Ford in 2015 under previous CEO Mark Fields , has elected to leave the company .	train
f09_jef_s02_c02	positive	['positive']	 joined Ford in 2015 under previous CEO Mark Fields	The heads of global marketing , quality and human resources are retiring after long careers , while the head of global strategy , who joined Ford in 2015 under previous CEO Mark Fields , has elected to leave the company .	train
f09_jef_s03_c00	none	[]	The changes come just weeks after Hackett laid out a plan	The changes come just weeks after Hackett laid out a plan to cut $ 14 billion in costs over the next five years while offering a blueprint for a portfolio of new smart vehicles and transportation services .	train
f09_jef_s03_c01	positive	['positive']	Hackett laid out a plan to cut $ 14 billion in costs over the next five years	The changes come just weeks after Hackett laid out a plan to cut $ 14 billion in costs over the next five years while offering a blueprint for a portfolio of new smart vehicles and transportation services .	train
f09_jef_s04_c00	positive	['positive', 'positive', 'positive', 'positive', 'positive', 'positive', 'positive', 'positive']	` As we , we will continue to reshape the organization to deliver the most value for our customers and all of our stakeholders ' ' said Hackett develop our strategy to become the most trusted mobility company , designing smart vehicles for a smart world	` ` As we develop our strategy to become the most trusted mobility company , designing smart vehicles for a smart world , we will continue to reshape the organization to deliver the most value for our customers and all of our stakeholders , ' ' said Hackett .	train
f09_jef_s04_c01	positive	['positive', 'positive', 'positive', 'positive', 'positive']	` As we , we will continue to reshape the organization to deliver the most value for our customers and all of our stakeholders ' ' said Hackett said	` ` As we develop our strategy to become the most trusted mobility company , designing smart vehicles for a smart world , we will continue to reshape the organization to deliver the most value for our customers and all of our stakeholders , ' ' said Hackett .	train
f09_jef_s04_c02	positive	['positive', 'positive', 'positive', 'positive', 'positive']	` As we , we will continue to reshape the organization to deliver the most value for our customers and all of our stakeholders ' ' said Hackett will continue to reshape the organization to deliver the most value for our customers and all of our stakeholders	` ` As we develop our strategy to become the most trusted mobility company , designing smart vehicles for a smart world , we will continue to reshape the organization to deliver the most value for our customers and all of our stakeholders , ' ' said Hackett .	train
f09_jef_s05_c00	none	[]	we are announcing today	` ` The changes we are announcing today will further align resources and improve efficiencies throughout our global markets and operations .	train
f09_jef_s05_c01	positive	['positive', 'positive', 'positive', 'positive', 'positive']	` ` The changes will further align resources and improve efficiencies throughout our global markets and operations	` ` The changes we are announcing today will further align resources and improve efficiencies throughout our global markets and operations .	train
f09_jef_s06_c00	none	[]	At the same time I want to recognize the truly significant contributions of the senior leaders	At the same time , I want to recognize the truly significant contributions of the senior leaders departing from Ford and thank them for their many years of service . ' '	train
f09_jef_s06_c01	none	[]	the senior leaders departing from Ford	At the same time , I want to recognize the truly significant contributions of the senior leaders departing from Ford and thank them for their many years of service . ' '	train
f09_jef_s07_c00	none	[]	 quality and n model launch ; Felicia Fields , group v	Those departing include Stephen ODell , executive vice president of global marketing , sales and service ; Bennie Fowler , group vice president of quality and new model launch ; Felicia Fields , group vice president of human resources ; and John Casesa , group vice president of global strategy .	train
f09_jef_s07_c01	none	[]	sales and ser e ; Bennie Fowler , group vice president of qu	Those departing include Stephen ODell , executive vice president of global marketing , sales and service ; Bennie Fowler , group vice president of quality and new model launch ; Felicia Fields , group vice president of human resources ; and John Casesa , group vice president of global strategy .	train
f09_jef_s07_c02	none	[]	Stephen ODell executive vice president of globa	Those departing include Stephen ODell , executive vice president of global marketing , sales and service ; Bennie Fowler , group vice president of quality and new model launch ; Felicia Fields , group vice president of human resources ; and John Casesa , group vice president of global strategy .	train
f09_jef_s08_c00	positive	['positive', 'positive']	Kumar Galhotra , 51 , president of the Lincoln brand , will take over as the Lincoln	Kumar Galhotra , 51 , president of the Lincoln brand , will take over as the company ' s chief marketing officer , while continuing to lead Lincoln .	train
f09_jef_s08_c01	positive	['positive', 'positive']	Kumar Galhotra will take over as the company ' s chief marketing officer while continuing to lead Lincoln	Kumar Galhotra , 51 , president of the Lincoln brand , will take over as the company ' s chief marketing officer , while continuing to lead Lincoln .	train
f09_jef_s09_c00	negative	['negative', 'negative']	a tough market has already withdrawn	In a sign that Ford is contemplating a new approach in Europe a tough market from which General Motors has already withdrawn , Birgit Behrendt , 58 , was named vice president , Joint Ventures , Alliances and Commercial Affairs , a newly created position based Cologne , Germany .	train
f09_jef_s09_c01	none	[]	Alliances and Commercial Affai	In a sign that Ford is contemplating a new approach in Europe a tough market from which General Motors has already withdrawn , Birgit Behrendt , 58 , was named vice president , Joint Ventures , Alliances and Commercial Affairs , a newly created position based Cologne , Germany .	train
f09_jef_s09_c02	positive	['positive']	In a sign that Ford is contemplating a new approach in Europe Birgit Behrendt was named vice president	In a sign that Ford is contemplating a new approach in Europe a tough market from which General Motors has already withdrawn , Birgit Behrendt , 58 , was named vice president , Joint Ventures , Alliances and Commercial Affairs , a newly created position based Cologne , Germany .	train
f09_jef_s10_c00	positive	['positive']	Ford ' ' said	Ford said Behrendt will be responsible for all joint ventures and alliances in Europe , ` ` including the development of new arrangements to support the company ’ s business growth . ' '	train
f09_jef_s10_c01	positive	['positive', 'positive', 'positive', 'positive', 'positive', 'positive', 'positive']	Behrendt will be responsible for all joint ventures and alliances in Europe , ` ` including the development of new arrangements to support the company ’ s business growth	Ford said Behrendt will be responsible for all joint ventures and alliances in Europe , ` ` including the development of new arrangements to support the company ’ s business growth . ' '	train
f09_jef_s11_c00	none	[]	Several other high-ranking women received promotions .	Several other high-ranking women received promotions .	train
f09_jef_s12_c00	positive	['positive']	Linda Cash , 55 , replaces Fowler as head of quality and new model launches ;	Linda Cash , 55 , replaces Fowler as head of quality and new model launches ;	train
f09_jef_s13_c00	positive	['positive']	Lisa Drak , 45 , replaces Behrendt as head of powertrain purchasing and global purchasing operations ;	Lisa Drak , 45 , replaces Behrendt as head of powertrain purchasing and global purchasing operations ;	train
f09_jef_s14_c00	positive	['positive']	and Kiersten Robinson , 47 , will replace Fields as the interim head of human resources .	and Kiersten Robinson , 47 , will replace Fields as the interim head of human resources .	train
f10_jef_s00_c00	none	[]	These 3 Auto Stocks But Lag	These 3 Auto Stocks Are Hovering Near Buy Points , But GM , Tesla Lag	train
f10_jef_s00_c01	positive	['positive', 'positive', 'positive', 'positive']	These 3 Auto Stocks But Are Hovering Near Buy Points	These 3 Auto Stocks Are Hovering Near Buy Points , But GM , Tesla Lag	train
f10_jef_s01_c00	positive	['positive', 'positive', 'positive', 'negative']	Ford Motor and Ferrari ( RACE ) flirted w  buy points Friday , while General Motors ( GM ) and	Ford Motor ( F ) , Fiat Chrysler ( FCAU ) and Ferrari ( RACE ) flirted with buy points Friday , while General Motors ( GM ) and Tesla ( TSLA ) continued to trend lower .	train
f10_jef_s01_c01	positive	['positive', 'positive', 'positive', 'positive']	Ford Mo , Fiat Chrysler ( FCAU ) and F ari ( RACE ) flirted with buy points Friday , while 	Ford Motor ( F ) , Fiat Chrysler ( FCAU ) and Ferrari ( RACE ) flirted with buy points Friday , while General Motors ( GM ) and Tesla ( TSLA ) continued to trend lower .	train
f10_jef_s01_c02	negative	['negative']	oints Friday , eneral Motors ( GM ) and	Ford Motor ( F ) , Fiat Chrysler ( FCAU ) and Ferrari ( RACE ) flirted with buy points Friday , while General Motors ( GM ) and Tesla ( TSLA ) continued to trend lower .	train
f10_jef_s01_c03	negative	['negative']	oints ral Motors ( G	Ford Motor ( F ) , Fiat Chrysler ( FCAU ) and Ferrari ( RACE ) flirted with buy points Friday , while General Motors ( GM ) and Tesla ( TSLA ) continued to trend lower .	train
f10_jef_s02_c00	positive	['positive', 'positive']	The moves come at the end of busy , news-filled week for the auto sector .	The moves come at the end of busy , news-filled week for the auto sector .	train
f10_jef_s03_c00	neutral	['positive', 'negative']	Early Wednesday , reports of U.S monthly auto sales but slumped 13 % last month compared with a year ago	Early Wednesday , reports of U.S . monthly auto sales showed Fiat Chrysler had the best October ever for its Ram pickup truck and all-new Jeep Compass SUV , but overall new vehicle sales slumped 13 % last month compared with a year ago .	train
f10_jef_s03_c01	positive	['positive']	Early Wednesday , reports of U.S monthly auto sales but showed	Early Wednesday , reports of U.S . monthly auto sales showed Fiat Chrysler had the best October ever for its Ram pickup truck and all-new Jeep Compass SUV , but overall new vehicle sales slumped 13 % last month compared with a year ago .	train
f10_jef_s03_c02	positive	['positive', 'positive', 'positive']	Fiat Chrysler had the best October ever for its Ram pickup truck and all-new Jeep Compass SUV	Early Wednesday , reports of U.S . monthly auto sales showed Fiat Chrysler had the best October ever for its Ram pickup truck and all-new Jeep Compass SUV , but overall new vehicle sales slumped 13 % last month compared with a year ago .	train
f10_jef_s04_c00	positive	['positive', 'positive']	Ford and GM had generally strong sales .	Ford and GM had generally strong sales .	train
f10_jef_s05_c00	none	[]	Ferrari raised full-year guidance	Tesla reported mixed Q3 results and Model 3 delays late Wednesday , while Ferrari raised full-year guidance and beat earnings estimates early Thursday .	train
f10_jef_s05_c01	negative	['negative', 'negative', 'negative', 'negative']	Tesla reported mixed Q3 results and Model 3 delays late Wednesday ,	Tesla reported mixed Q3 results and Model 3 delays late Wednesday , while Ferrari raised full-year guidance and beat earnings estimates early Thursday .	train
f10_jef_s05_c02	positive	['positive']	Ferrari beat earnings estimates early Thursday	Tesla reported mixed Q3 results and Model 3 delays late Wednesday , while Ferrari raised full-year guidance and beat earnings estimates early Thursday .	train
f10_jef_s06_c00	negative	['negative']	Then midday Thursday , the Republicans unveiled a tax plan	Then midday Thursday , the Republicans unveiled a tax plan that seeks to eliminate tax credits for electric cars .	train
f10_jef_s06_c01	negative	['negative', 'negative', 'negative', 'negative', 'negative', 'negative']	 seeks to eliminate tax credits for electric cars	Then midday Thursday , the Republicans unveiled a tax plan that seeks to eliminate tax credits for electric cars .	train
f10_jef_s07_c00	none	[]	And late Thursday , GM and Ford confirmed	And late Thursday , GM and Ford confirmed that they are cooperating with a federal probe into alleged misspending at training centers for union workers that are funded by automakers , according to Reuters .	train
f10_jef_s07_c01	negative	['neutral', 'neutral', 'negative']	they are cooperating with a federal probe into alleged misspending at training centers for union workers	And late Thursday , GM and Ford confirmed that they are cooperating with a federal probe into alleged misspending at training centers for union workers that are funded by automakers , according to Reuters .	train
f10_jef_s07_c02	none	[]	 are funded by automakers , according to Reuters	And late Thursday , GM and Ford confirmed that they are cooperating with a federal probe into alleged misspending at training centers for union workers that are funded by automakers , according to Reuters .	train
f10_jef_s08_c00	positive	['positive']	A similar issue embroiled Fiat Chrysler in July , resulting in charges against two of its former officials and a union official .	A similar issue embroiled Fiat Chrysler in July , resulting in charges against two of its former officials and a union official .	train
f10_jef_s09_c00	positive	['positive', 'positive']	Shares of Fiat Chrysler were up 1.6 % , at 18.15 , in afternoon trading on the stock market today , after clearing an 18.20 buy point off a second-stage flat base earlier in the day .	Shares of Fiat Chrysler were up 1.6 % , at 18.15 , in afternoon trading on the stock market today , after clearing an 18.20 buy point off a second-stage flat base earlier in the day .	train
f10_jef_s10_c00	negative	['negative']	Ford reversed 0.2 % lower , to 12.40 , after a brief attempt to take a 12.56 buy point off a first-stage , saucer-with-handle base .	Ford reversed 0.2 % lower , to 12.40 , after a brief attempt to take a 12.56 buy point off a first-stage , saucer-with-handle base .	train
f10_jef_s11_c00	positive	['positive', 'positive']	Ferrari edged up 0.5 % , to 117.64 ,	Ferrari edged up 0.5 % , to 117.64 , as it tries to retake an 117.92 buy point .	train
f10_jef_s11_c01	none	[]	it tries to retake an 117.92 buy point	Ferrari edged up 0.5 % , to 117.64 , as it tries to retake an 117.92 buy point .	train
f10_jef_s12_c00	negative	['negative', 'negative']	 can be risky heading into an earnings report	IBD ' S TAKE : Buying or holding a stock can be risky heading into an earnings report .	train
f10_jef_s12_c01	none	[]	 Buying or holding a stock	IBD ' S TAKE : Buying or holding a stock can be risky heading into an earnings report .	train
f10_jef_s13_c00	none	[]	Here ' s an earnings options strategy	Here ' s an earnings options strategy that can help you cash in on post-earnings stock gains , while minimizing the risk from a weak quarter .	train
