lex-uncased	negative	positive	uncertainty	litigious	constraining	interesting	modal
exaggerate	1	0	0	0	0	0	0
exaggerated	1	0	0	0	0	0	0
exaggerates	1	0	0	0	0	0	0
exaggerating	1	0	0	0	0	0	0
exaggeration	1	0	0	0	0	0	0
exceedance	0	0	0	1	0	0	0
exceedances	0	0	0	1	0	0	0
exceedences	0	0	0	1	0	0	0
excellence	0	1	0	0	0	0	0
excellent	0	1	0	0	0	0	0
excelling	0	1	0	0	0	0	0
excels	0	1	0	0	0	0	0
exceptional	0	1	0	0	0	0	0
exceptionally	0	1	0	0	0	0	0
excessive	1	0	0	0	0	0	0
excessively	1	0	0	0	0	0	0
excised	0	0	0	1	0	0	0
excited	0	1	0	0	0	0	0
excitement	0	1	0	0	0	0	0
exciting	0	1	0	0	0	0	0
exclusive	0	1	0	0	0	0	0
exclusively	0	1	0	0	0	0	0
exclusiveness	0	1	0	0	0	0	0
exclusives	0	1	0	0	0	0	0
exclusivity	0	1	0	0	0	0	0
exculpate	1	0	0	1	0	0	0
exculpated	1	0	0	1	0	0	0
exculpates	1	0	0	1	0	0	0
exculpating	1	0	0	1	0	0	0
exculpation	1	0	0	1	0	0	0
exculpations	1	0	0	1	0	0	0
exculpatory	1	0	0	1	0	0	0
executor	0	0	0	1	0	0	0
executors	0	0	0	1	0	0	0
executory	0	0	0	1	0	0	0
executrices	0	0	0	1	0	0	0
executrix	0	0	0	1	0	0	0
executrixes	0	0	0	1	0	0	0
exemplary	0	1	0	0	0	0	0
exonerate	1	0	0	0	0	0	0
exonerated	1	0	0	0	0	0	0
exonerates	1	0	0	0	0	0	0
exonerating	1	0	0	0	0	0	0
exoneration	1	0	0	0	0	0	0
exonerations	1	0	0	0	0	0	0
exploit	1	0	0	0	0	0	0
exploitation	1	0	0	0	0	0	0
exploitations	1	0	0	0	0	0	0
exploitative	1	0	0	0	0	0	0
exploited	1	0	0	0	0	0	0
exploiting	1	0	0	0	0	0	0
exploits	1	0	0	0	0	0	0
expose	1	0	0	0	0	0	0
exposed	1	0	0	0	0	0	0
exposes	1	0	0	0	0	0	0
exposing	1	0	0	0	0	0	0
exposure	0	0	1	0	0	0	0
exposures	0	0	1	0	0	0	0
expropriate	1	0	0	0	0	0	0
expropriated	1	0	0	0	0	0	0
expropriates	1	0	0	0	0	0	0
expropriating	1	0	0	0	0	0	0
expropriation	1	0	0	0	0	0	0
expropriations	1	0	0	0	0	0	0
expulsion	1	0	0	0	0	0	0
expulsions	1	0	0	0	0	0	0
extenuating	1	0	0	0	0	0	0
extracontractual	0	0	0	1	0	0	0
extracorporeal	0	0	0	1	0	0	0
extrajudicial	0	0	0	1	0	0	0
extraordinary	0	0	0	0	0	1	0
facie	0	0	0	1	0	0	0
facto	0	0	0	1	0	0	0
fail	1	0	0	0	0	0	0
failed	1	0	0	0	0	0	0
failing	1	0	0	0	0	0	0
failings	1	0	0	0	0	0	0
fails	1	0	0	0	0	0	0
failure	1	0	0	0	0	0	0
failures	1	0	0	0	0	0	0
fallout	1	0	0	0	0	0	0
false	1	0	0	0	0	0	0
falsely	1	0	0	0	0	0	0
falsification	1	0	0	0	0	0	0
falsifications	1	0	0	0	0	0	0
falsified	1	0	0	0	0	0	0
falsifies	1	0	0	0	0	0	0
falsify	1	0	0	0	0	0	0
falsifying	1	0	0	0	0	0	0
falsity	1	0	0	0	0	0	0
fantastic	0	1	0	0	0	0	0
fatal	0	0	0	0	0	1	0
fatalities	1	0	0	0	0	0	0
fatality	1	0	0	0	0	0	0
fatally	1	0	0	0	0	0	0
fault	1	0	0	0	0	0	0
faulted	1	0	0	0	0	0	0
faults	1	0	0	0	0	0	0
faulty	1	0	0	0	0	0	0
favorable	0	1	0	0	0	0	0
favorably	0	1	0	0	0	0	0
favored	0	1	0	0	0	0	0
favoring	0	1	0	0	0	0	0
favorite	0	1	0	0	0	0	0
favorites	0	1	0	0	0	0	0
fear	1	0	0	0	0	0	0
fears	1	0	0	0	0	0	0
felonies	1	0	0	1	0	0	0
felonious	1	0	0	1	0	0	0
felony	1	0	0	1	0	0	0
fictitious	1	0	0	0	0	0	0
fide	0	0	0	1	0	0	0
fined	1	0	0	0	0	0	0
fines	1	0	0	0	0	0	0
fired	1	0	0	0	0	0	0
firing	1	0	0	0	0	0	0
flaw	1	0	0	0	0	0	0
flawed	1	0	0	0	0	0	0
flaws	1	0	0	0	0	0	0
fluctuate	0	0	1	0	0	0	0
fluctuated	0	0	1	0	0	0	0
fluctuates	0	0	1	0	0	0	0
fluctuating	0	0	1	0	0	0	0
fluctuation	0	0	1	0	0	0	0
fluctuations	0	0	1	0	0	0	0
forbade	0	0	0	1	1	0	0
forbear	0	0	0	1	0	0	0
forbearance	0	0	0	1	0	0	0
forbearances	0	0	0	1	0	0	0
forbearing	0	0	0	1	0	0	0
forbears	0	0	0	1	0	0	0
forbid	1	0	0	0	1	0	0
forbidden	1	0	0	0	1	0	0
forbidding	1	0	0	0	1	0	0
forbids	1	0	0	0	1	0	0
force	1	0	0	0	0	0	0
forced	1	0	0	0	0	0	0
forcing	1	0	0	0	0	0	0
forebear	0	0	0	1	0	0	0
forebearance	0	0	0	1	0	0	0
forebears	0	0	0	1	0	0	0
foreclose	1	0	0	0	0	0	0
foreclosed	1	0	0	0	0	0	0
forecloses	1	0	0	0	0	0	0
foreclosing	1	0	0	0	0	0	0
foreclosure	1	0	0	0	0	0	0
foreclosures	1	0	0	0	0	0	0
forego	1	0	0	0	0	0	0
foregoes	1	0	0	0	0	0	0
foregone	1	0	0	0	0	0	0
forestall	1	0	0	0	0	0	0
forestalled	1	0	0	0	0	0	0
forestalling	1	0	0	0	0	0	0
forestalls	1	0	0	0	0	0	0
forfeit	1	0	0	0	0	0	0
forfeitability	0	0	0	1	0	0	0
forfeitable	0	0	0	1	0	0	0
forfeited	1	0	0	0	0	0	0
forfeiting	1	0	0	0	0	0	0
forfeits	1	0	0	0	0	0	0
forfeiture	1	0	0	0	0	0	0
forfeitures	1	0	0	0	0	0	0
forgers	1	0	0	0	0	0	0
forgery	1	0	0	0	0	0	0
forthwith	0	0	0	1	0	0	0
forwhich	0	0	0	1	0	0	0
fraud	1	0	0	0	0	0	0
frauds	1	0	0	0	0	0	0
fraudulence	1	0	0	0	0	0	0
fraudulent	1	0	0	0	0	0	0
fraudulently	1	0	0	0	0	0	0
freeze	0	0	0	0	0	1	0
frequently	0	0	0	0	0	0	1
friendly	0	1	0	0	0	0	0
frivolous	1	0	0	0	0	0	0
frivolously	1	0	0	0	0	0	0
frustrate	1	0	0	0	0	0	0
frustrated	1	0	0	0	0	0	0
frustrates	1	0	0	0	0	0	0
frustrating	1	0	0	0	0	0	0
frustratingly	1	0	0	0	0	0	0
frustration	1	0	0	0	0	0	0
frustrations	1	0	0	0	0	0	0
fugitive	1	0	0	1	0	0	0
fugitives	1	0	0	1	0	0	0
furtherance	0	0	0	1	0	0	0
gain	0	1	0	0	0	0	0
gained	0	1	0	0	0	0	0
gaining	0	1	0	0	0	0	0
gains	0	1	0	0	0	0	0
generally	0	0	0	0	0	0	1
good	0	1	0	0	0	0	0
graft	0	0	0	0	0	1	0
grantor	0	0	0	1	0	0	0
grantors	0	0	0	1	0	0	0
gratuitous	1	0	0	0	0	0	0
gratuitously	1	0	0	0	0	0	0
great	0	1	0	0	0	0	0
greater	0	1	0	0	0	0	0
greatest	0	1	0	0	0	0	0
greatly	0	1	0	0	0	0	0
greatness	0	1	0	0	0	0	0
grievance	1	0	0	0	0	0	0
grievances	1	0	0	0	0	0	0
grossly	1	0	0	0	0	0	0
groundless	1	0	0	0	0	0	0
guilty	1	0	0	0	0	0	0
halt	1	0	0	0	0	0	0
halted	1	0	0	0	0	0	0
hamper	1	0	0	0	0	0	0
hampered	1	0	0	0	0	0	0
hampering	1	0	0	0	0	0	0
hampers	1	0	0	0	0	0	0
happiest	0	1	0	0	0	0	0
happily	0	1	0	0	0	0	0
happiness	0	1	0	0	0	0	0
happy	0	1	0	0	0	0	0
harass	1	0	0	0	0	0	0
harassed	1	0	0	0	0	0	0
harassing	1	0	0	0	0	0	0
harassment	1	0	0	0	0	0	0
hardship	1	0	0	0	0	0	0
hardships	1	0	0	0	0	0	0
harm	1	0	0	0	0	0	0
harmed	1	0	0	0	0	0	0
harmful	1	0	0	0	0	0	0
harmfully	1	0	0	0	0	0	0
harming	1	0	0	0	0	0	0
harms	1	0	0	0	0	0	0
harsh	1	0	0	0	0	0	0
harsher	1	0	0	0	0	0	0
harshest	1	0	0	0	0	0	0
harshly	1	0	0	0	0	0	0
harshness	1	0	0	0	0	0	0
hazard	1	0	0	0	0	0	0
hazardous	1	0	0	0	0	0	0
hazards	1	0	0	0	0	0	0
henceforth	0	0	0	1	0	0	0
henceforward	0	0	0	1	0	0	0
hereafter	0	0	0	1	0	0	0
hereby	0	0	0	1	0	0	0
hereditaments	0	0	0	1	0	0	0
herefor	0	0	0	1	0	0	0
herefore	0	0	0	1	0	0	0
herefrom	0	0	0	1	0	0	0
herein	0	0	0	1	0	0	0
hereinabove	0	0	0	1	0	0	0
hereinafter	0	0	0	1	0	0	0
hereinbefore	0	0	0	1	0	0	0
hereinbelow	0	0	0	1	0	0	0
hereof	0	0	0	1	0	0	0
hereon	0	0	0	1	0	0	0
hereto	0	0	0	1	0	0	0
heretofore	0	0	0	1	0	0	0
hereunder	0	0	0	1	0	0	0
hereunto	0	0	0	1	0	0	0
hereupon	0	0	0	1	0	0	0
herewith	0	0	0	1	0	0	0
herewithin	0	0	0	1	0	0	0
hidden	0	0	1	0	0	0	0
highest	0	1	0	0	0	0	1
hinder	1	0	0	0	0	0	0
hindered	1	0	0	0	0	0	0
hindering	1	0	0	0	0	0	0
hinders	1	0	0	0	0	0	0
hindrance	1	0	0	0	0	0	0
hindrances	1	0	0	0	0	0	0
hinges	0	0	1	0	0	0	0
honesty	0	0	0	0	0	1	0
honor	0	1	0	0	0	0	0
honorable	0	1	0	0	0	0	0
honored	0	1	0	0	0	0	0
honoring	0	1	0	0	0	0	0
honors	0	1	0	0	0	0	0
hostile	1	0	0	0	0	0	0
hostility	1	0	0	0	0	0	0
hurt	1	0	0	0	0	0	0
hurting	1	0	0	0	0	0	0
ideal	0	1	0	0	0	0	0
idle	1	0	0	0	0	0	0
idled	1	0	0	0	0	0	0
idling	1	0	0	0	0	0	0
ignore	1	0	0	0	0	0	0
ignored	1	0	0	0	0	0	0
ignores	1	0	0	0	0	0	0
ignoring	1	0	0	0	0	0	0
ill	1	0	0	0	0	0	0
illegal	1	0	0	0	0	0	0
illegalities	1	0	0	0	0	0	0
illegality	1	0	0	0	0	0	0
illegally	1	0	0	0	0	0	0
illegible	1	0	0	0	0	0	0
illicit	1	0	0	0	0	0	0
illicitly	1	0	0	0	0	0	0
illiquid	1	0	0	0	0	0	0
illiquidity	1	0	0	0	0	0	0
imbalance	1	0	0	0	0	0	0
imbalances	1	0	0	0	0	0	0
immateriality	0	0	0	1	0	0	0
immature	1	0	0	0	0	0	0
immoral	1	0	0	0	0	0	0
impair	1	0	0	0	1	0	0
impaired	1	0	0	0	1	0	0
impairing	1	0	0	0	1	0	0
impairment	1	0	0	0	1	0	0
impairments	1	0	0	0	1	0	0
impairs	1	0	0	0	1	0	0
impasse	1	0	0	0	0	0	0
impasses	1	0	0	0	0	0	0
impede	1	0	0	0	0	0	0
impeded	1	0	0	0	0	0	0
impedes	1	0	0	0	0	0	0
impediment	1	0	0	0	0	0	0
impediments	1	0	0	0	0	0	0
impeding	1	0	0	0	0	0	0
impending	1	0	0	0	0	0	0
imperative	1	0	0	0	0	0	0
imperfection	1	0	0	0	0	0	0
imperfections	1	0	0	0	0	0	0
imperil	1	0	0	0	0	0	0
impermissible	1	0	0	0	0	0	0
impleaded	0	0	0	1	0	0	0
implicate	1	0	0	0	0	0	0
implicated	1	0	0	0	0	0	0
implicates	1	0	0	0	0	0	0
implicating	1	0	0	0	0	0	0
impose	0	0	0	0	1	0	0
imposed	0	0	0	0	1	0	0
imposes	0	0	0	0	1	0	0
imposing	0	0	0	0	1	0	0
imposition	0	0	0	0	1	0	0
impositions	0	0	0	0	1	0	0
impossibility	1	0	0	0	0	0	0
impossible	1	0	0	0	0	0	0
impound	1	0	0	0	0	0	0
impounded	1	0	0	0	0	0	0
impounding	1	0	0	0	0	0	0
impounds	1	0	0	0	0	0	0
impracticable	1	0	0	0	0	0	0
impractical	1	0	0	0	0	0	0
impracticalities	1	0	0	0	0	0	0
impracticality	1	0	0	0	0	0	0
imprecise	0	0	1	0	0	0	0
imprecision	0	0	1	0	0	0	0
imprecisions	0	0	1	0	0	0	0
impress	0	1	0	0	0	0	0
impressed	0	1	0	0	0	0	0
impresses	0	1	0	0	0	0	0
impressing	0	1	0	0	0	0	0
impressive	0	1	0	0	0	0	0
impressively	0	1	0	0	0	0	0
imprisonment	1	0	0	0	0	0	0
improbability	0	0	1	0	0	0	0
improbable	0	0	1	0	0	0	0
improper	1	0	0	0	0	0	0
improperly	1	0	0	0	0	0	0
improprieties	1	0	0	0	0	0	0
impropriety	1	0	0	0	0	0	0
improve	0	1	0	0	0	0	0
improved	0	1	0	0	0	0	0
improvement	0	1	0	0	0	0	0
improvements	0	1	0	0	0	0	0
improves	0	1	0	0	0	0	0
improving	0	1	0	0	0	0	0
imprudent	1	0	0	0	0	0	0
imprudently	1	0	0	0	0	0	0
inability	1	0	0	0	0	0	0
inaccessible	1	0	0	0	0	0	0
inaccuracies	1	0	0	0	0	0	0
inaccuracy	1	0	0	0	0	0	0
inaccurate	1	0	0	0	0	0	0
inaccurately	1	0	0	0	0	0	0
inaction	1	0	0	0	0	0	0
inactions	1	0	0	0	0	0	0
inactivate	1	0	0	0	0	0	0
inactivated	1	0	0	0	0	0	0
inactivates	1	0	0	0	0	0	0
inactivating	1	0	0	0	0	0	0
inactivation	1	0	0	0	0	0	0
inactivations	1	0	0	0	0	0	0
inactivity	1	0	0	0	0	0	0
inadequacies	1	0	0	0	0	0	0
inadequacy	1	0	0	0	0	0	0
inadequate	1	0	0	0	0	0	0
inadequately	1	0	0	0	0	0	0
inadvertent	1	0	0	0	0	0	0
inadvertently	1	0	0	0	0	0	0
inadvisability	1	0	0	0	0	0	0
inadvisable	1	0	0	0	0	0	0
inappropriate	1	0	0	0	0	0	0
inappropriately	1	0	0	0	0	0	0
inasmuch	0	0	0	1	0	0	0
inattention	1	0	0	0	0	0	0
incapable	1	0	0	0	0	0	0
incapacitated	1	0	0	0	0	0	0
incapacity	1	0	0	1	0	0	0
incarcerate	1	0	0	1	0	0	0
incarcerated	1	0	0	1	0	0	0
incarcerates	1	0	0	1	0	0	0
incarcerating	1	0	0	1	0	0	0
incarceration	1	0	0	1	0	0	0
incarcerations	1	0	0	1	0	0	0
inchoate	0	0	0	1	0	0	0
incidence	1	0	0	0	0	0	0
incidences	1	0	0	0	0	0	0
incident	1	0	0	0	0	0	0
incidents	1	0	0	0	0	0	0
incompatibilities	1	0	0	0	0	0	0
incompatibility	1	0	0	0	0	0	0
incompatible	1	0	0	0	0	0	0
incompetence	1	0	0	0	0	0	0
incompetency	1	0	0	0	0	0	0
incompetent	1	0	0	0	0	0	0
incompetently	1	0	0	0	0	0	0
incompetents	1	0	0	0	0	0	0
incomplete	1	0	0	0	0	0	0
incompletely	1	0	0	0	0	0	0
incompleteness	1	0	1	0	0	0	0
inconclusive	1	0	0	0	0	0	0
inconsistencies	1	0	0	0	0	0	0
inconsistency	1	0	0	0	0	0	0
inconsistent	1	0	0	0	0	0	0
inconsistently	1	0	0	0	0	0	0
incontestability	0	0	0	1	0	0	0
incontestable	0	0	0	1	0	0	0
inconvenience	1	0	0	0	0	0	0
inconveniences	1	0	0	0	0	0	0
inconvenient	1	0	0	0	0	0	0
incorrect	1	0	0	0	0	0	0
incorrectly	1	0	0	0	0	0	0
incorrectness	1	0	0	0	0	0	0
increases	0	0	0	0	0	1	0
increasing	0	0	0	0	0	1	0
incredible	0	1	0	0	0	1	0
incredibly	0	1	0	0	0	0	0
incurable	0	0	0	0	0	1	0
indebted	0	0	0	0	1	0	0
indecency	1	0	0	0	0	0	0
indecent	1	0	0	0	0	0	0
indefeasible	1	0	0	0	0	0	0
indefeasibly	1	0	0	0	0	0	0
indefinite	0	0	1	0	0	0	0
indefinitely	0	0	1	0	0	0	0
indefiniteness	0	0	1	0	0	0	0
indemnifiable	0	0	0	1	0	0	0
indemnification	0	0	0	1	0	0	0
indemnifications	0	0	0	1	0	0	0
indemnified	0	0	0	1	0	0	0
indemnifies	0	0	0	1	0	0	0
indemnify	0	0	0	1	0	0	0
indemnifying	0	0	0	1	0	0	0
indemnitee	0	0	0	1	0	0	0
indemnitees	0	0	0	1	0	0	0
indemnities	0	0	0	1	0	0	0
indemnitor	0	0	0	1	0	0	0
indemnitors	0	0	0	1	0	0	0
indemnity	0	0	0	1	0	0	0
indeterminable	0	0	1	0	0	0	0
indeterminate	0	0	1	0	0	0	0
indict	1	0	0	1	0	0	0
indictable	1	0	0	1	0	0	0
indicted	1	0	0	1	0	0	0
indicting	1	0	0	1	0	0	0
indictment	1	0	0	1	0	0	0
indictments	1	0	0	1	0	0	0
indorsees	0	0	0	1	0	0	0
ineffective	1	0	0	0	0	0	0
ineffectively	1	0	0	0	0	0	0
ineffectiveness	1	0	0	0	0	0	0
inefficiencies	1	0	0	0	0	0	0
inefficiency	1	0	0	0	0	0	0
inefficient	1	0	0	0	0	0	0
inefficiently	1	0	0	0	0	0	0
ineligibility	1	0	0	0	0	0	0
ineligible	1	0	0	0	0	0	0
inequitable	1	0	0	0	0	0	0
inequitably	1	0	0	0	0	0	0
inequities	1	0	0	0	0	0	0
inequity	1	0	0	0	0	0	0
inevitable	1	0	0	0	0	0	0
inexact	0	0	1	0	0	0	0
inexactness	0	0	1	0	0	0	0
inexperience	1	0	0	0	0	0	0
inexperienced	1	0	0	0	0	0	0
infection	0	0	0	0	0	1	0
inferior	1	0	0	0	0	0	0
inflicted	1	0	0	0	0	0	0
influential	0	1	0	0	0	0	0
inforce	0	0	0	1	0	0	0
informative	0	1	0	0	0	0	0
infraction	1	0	0	1	0	0	0
infractions	1	0	0	1	0	0	0
infringe	1	0	0	0	0	0	0
infringed	1	0	0	0	0	0	0
infringement	1	0	0	0	0	0	0
infringements	1	0	0	0	0	0	0
infringer	0	0	0	1	0	0	0
infringes	1	0	0	0	0	0	0
infringing	1	0	0	0	0	0	0
ingenuity	0	1	0	0	0	0	0
inhibit	0	0	0	0	1	0	0
inhibited	1	0	0	0	1	0	0
inhibiting	0	0	0	0	1	0	0
inhibits	0	0	0	0	1	0	0
inimical	1	0	0	0	0	0	0
injunction	1	0	0	1	0	0	0
injunctions	1	0	0	1	0	0	0
injunctive	0	0	0	1	0	0	0
injure	1	0	0	0	0	0	0
injured	1	0	0	0	0	0	0
injures	1	0	0	0	0	0	0
injuries	1	0	0	0	0	0	0
injuring	1	0	0	0	0	0	0
injurious	1	0	0	0	0	0	0
injury	1	0	0	0	0	0	0
innovate	0	1	0	0	0	0	0
innovated	0	1	0	0	0	0	0
innovates	0	1	0	0	0	0	0
innovating	0	1	0	0	0	0	0
innovation	0	1	0	0	0	0	0
innovations	0	1	0	0	0	0	0
innovative	0	1	0	0	0	0	0
innovativeness	0	1	0	0	0	0	0
innovator	0	1	0	0	0	0	0
innovators	0	1	0	0	0	0	0
inoperable	0	0	0	0	0	1	0
inordinate	1	0	0	0	0	0	0
inordinately	1	0	0	0	0	0	0
inquiry	1	0	0	0	0	0	0
insecure	1	0	0	0	0	0	0
insensitive	1	0	0	0	0	0	0
insightful	0	1	0	0	0	0	0
insist	0	0	0	0	1	0	0
insisted	0	0	0	0	1	0	0
insistence	0	0	0	0	1	0	0
insisting	0	0	0	0	1	0	0
insists	0	0	0	0	1	0	0
insofar	0	0	0	1	0	0	0
insolvencies	1	0	0	0	0	0	0
insolvency	1	0	0	0	0	0	0
insolvent	1	0	0	0	0	0	0
inspiration	0	1	0	0	0	0	0
inspirational	0	1	0	0	0	0	0
instabilities	0	0	1	0	0	0	0
instability	1	0	1	0	0	0	0
insubordination	1	0	0	0	0	0	0
insufficiency	1	0	0	0	0	0	0
insufficient	1	0	0	0	0	0	0
insufficiently	1	0	0	0	0	0	0
insurrection	1	0	0	0	0	0	0
insurrections	1	0	0	0	0	0	0
intangible	0	0	1	0	0	0	0
intangibles	0	0	1	0	0	0	0
integrity	0	1	0	0	0	0	0
intentional	1	0	0	0	0	0	0
interfere	1	0	0	0	0	0	0
interfered	1	0	0	0	0	0	0
interference	1	0	0	0	0	0	0
interferences	1	0	0	0	0	0	0
interferes	1	0	0	0	0	0	0
interfering	1	0	0	0	0	0	0
interlocutory	0	0	0	1	0	0	0
intermittent	1	0	0	0	0	0	0
intermittently	1	0	0	0	0	0	0
interpleader	0	0	0	1	0	0	0
interpose	0	0	0	1	0	0	0
interposed	0	0	0	1	0	0	0
interposes	0	0	0	1	0	0	0
interposing	0	0	0	1	0	0	0
interposition	0	0	0	1	0	0	0
interpositions	0	0	0	1	0	0	0
interrogate	0	0	0	1	0	0	0
interrogated	0	0	0	1	0	0	0
interrogates	0	0	0	1	0	0	0
interrogating	0	0	0	1	0	0	0
interrogation	0	0	0	1	0	0	0
interrogations	0	0	0	1	0	0	0
interrogator	0	0	0	1	0	0	0
interrogatories	0	0	0	1	0	0	0
interrogators	0	0	0	1	0	0	0
interrogatory	0	0	0	1	0	0	0
interrupt	1	0	0	0	0	0	0
interrupted	1	0	0	0	0	0	0
interrupting	1	0	0	0	0	0	0
interruption	1	0	0	0	0	0	0
interruptions	1	0	0	0	0	0	0
interrupts	1	0	0	0	0	0	0
intestacy	0	0	0	1	0	0	0
intestate	0	0	0	1	0	0	0
intimidation	1	0	0	0	0	0	0
intrusion	1	0	0	0	0	0	0
invalid	1	0	0	0	0	0	0
invalidate	1	0	0	0	0	0	0
invalidated	1	0	0	0	0	0	0
invalidates	1	0	0	0	0	0	0
invalidating	1	0	0	0	0	0	0
invalidation	1	0	0	0	0	0	0
invalidity	1	0	0	0	0	0	0
invent	0	1	0	0	0	0	0
invented	0	1	0	0	0	0	0
inventing	0	1	0	0	0	0	0
invention	0	1	0	0	0	0	0
inventions	0	1	0	0	0	0	0
inventive	0	1	0	0	0	0	0
inventiveness	0	1	0	0	0	0	0
inventor	0	1	0	0	0	0	0
inventors	0	1	0	0	0	0	0
investigate	1	0	0	0	0	0	0
investigated	1	0	0	0	0	0	0
investigates	1	0	0	0	0	0	0
investigating	1	0	0	0	0	0	0
investigation	1	0	0	0	0	0	0
investigations	1	0	0	0	0	0	0
involuntarily	1	0	0	0	0	0	0
involuntary	1	0	0	0	0	0	0
irreconcilable	1	0	0	0	0	0	0
irreconcilably	1	0	0	0	0	0	0
irrecoverable	1	0	0	0	0	0	0
irrecoverably	1	0	0	0	0	0	0
irregular	1	0	0	0	0	0	0
irregularities	1	0	0	0	0	0	0
irregularity	1	0	0	0	0	0	0
irregularly	1	0	0	0	0	0	0
irreparable	1	0	0	0	0	0	0
irreparably	1	0	0	0	0	0	0
irreversible	1	0	0	0	0	0	0
irrevocability	0	0	0	1	0	0	0
irrevocable	0	0	0	1	1	0	0
irrevocably	0	0	0	1	1	0	0
jeopardize	1	0	0	0	0	0	0
jeopardized	1	0	0	0	0	0	0
joinder	0	0	0	1	0	0	0
judicial	0	0	0	1	0	0	0
judicially	0	0	0	1	0	0	0
judiciaries	0	0	0	1	0	0	0
judiciary	0	0	0	1	0	0	0
juries	0	0	0	1	0	0	0
juris	0	0	0	1	0	0	0
jurisdiction	0	0	0	1	0	0	0
jurisdictional	0	0	0	1	0	0	0
jurisdictionally	0	0	0	1	0	0	0
jurisdictions	0	0	0	1	0	0	0
jurisprudence	0	0	0	1	0	0	0
jurist	0	0	0	1	0	0	0
jurists	0	0	0	1	0	0	0
juror	0	0	0	1	0	0	0
jurors	0	0	0	1	0	0	0
jury	0	0	0	1	0	0	0
juryman	0	0	0	1	0	0	0
justice	0	0	0	1	0	0	0
justices	0	0	0	1	0	0	0
justifiable	1	0	0	0	0	0	0
kickback	1	0	0	0	0	0	0
kickbacks	1	0	0	0	0	0	0
knowingly	1	0	0	0	0	0	0
lack	1	0	0	0	0	0	0
lacked	1	0	0	0	0	0	0
lacking	1	0	0	0	0	0	0
lackluster	1	0	0	0	0	0	0
lacks	1	0	0	0	0	0	0
lag	1	0	0	0	0	0	0
lagged	1	0	0	0	0	0	0
lagging	1	0	0	0	0	0	0
lags	1	0	0	0	0	0	0
lapse	1	0	0	0	0	0	0
lapsed	1	0	0	0	0	0	0
lapses	1	0	0	0	0	0	0
lapsing	1	0	0	0	0	0	0
late	1	0	0	0	0	0	0
laundering	1	0	0	0	0	0	0
law	0	0	0	1	0	0	0
lawful	0	0	0	1	0	0	0
lawfully	0	0	0	1	0	0	0
lawfulness	0	0	0	1	0	0	0
lawmakers	0	0	0	1	0	0	0
lawmaking	0	0	0	1	0	0	0
laws	0	0	0	1	0	0	0
lawsuit	0	0	0	1	0	0	0
lawsuits	0	0	0	1	0	0	0
lawyer	0	0	0	1	0	0	0
lawyers	0	0	0	1	0	0	0
layoff	1	0	0	0	0	0	0
layoffs	1	0	0	0	0	0	0
leadership	0	1	0	0	0	0	0
leading	0	1	0	0	0	0	0
legal	0	0	0	1	0	0	0
legalese	0	0	0	1	0	0	0
legality	0	0	0	1	0	0	0
legalization	0	0	0	1	0	0	0
legalizations	0	0	0	1	0	0	0
legalize	0	0	0	1	0	0	0
legalized	0	0	0	1	0	0	0
legalizes	0	0	0	1	0	0	0
legalizing	0	0	0	1	0	0	0
legally	0	0	0	1	0	0	0
legals	0	0	0	1	0	0	0
legatee	0	0	0	1	0	0	0
legatees	0	0	0	1	0	0	0
legislate	0	0	0	1	0	0	0
legislated	0	0	0	1	0	0	0
legislates	0	0	0	1	0	0	0
legislating	0	0	0	1	0	0	0
legislation	0	0	0	1	0	0	0
legislations	0	0	0	1	0	0	0
legislative	0	0	0	1	0	0	0
legislatively	0	0	0	1	0	0	0
legislator	0	0	0	1	0	0	0
legislators	0	0	0	1	0	0	0
legislature	0	0	0	1	0	0	0
legislatures	0	0	0	1	0	0	0
lesions	0	0	0	0	0	1	0
libel	0	0	0	1	0	0	0
libeled	0	0	0	1	0	0	0
libelous	0	0	0	1	0	0	0
libels	0	0	0	1	0	0	0
licensable	0	0	0	1	0	0	0
lie	1	0	0	0	0	0	0
lienholders	0	0	0	1	0	0	0
lies	0	0	0	0	0	1	0
likelihood	0	0	1	0	0	0	0
likely	0	0	0	0	0	0	1
limit	0	0	0	0	1	0	0
limitation	1	0	0	0	0	0	0
limitations	1	0	0	0	0	0	0
limiting	0	0	0	0	1	0	0
limits	0	0	0	0	1	0	0
lingering	1	0	0	0	0	0	0
liquidate	1	0	0	0	0	0	0
liquidated	1	0	0	0	0	0	0
liquidates	1	0	0	0	0	0	0
liquidating	1	0	0	0	0	0	0
liquidation	1	0	0	0	0	0	0
liquidations	1	0	0	0	0	0	0
liquidator	1	0	0	0	0	0	0
liquidators	1	0	0	0	0	0	0
litigant	1	0	0	1	0	0	0
litigants	1	0	0	1	0	0	0
litigate	1	0	0	1	0	0	0
litigated	1	0	0	1	0	0	0
litigates	1	0	0	1	0	0	0
litigating	1	0	0	1	0	0	0
litigation	1	0	0	1	0	0	0
litigations	1	0	0	1	0	0	0
litigator	0	0	0	1	0	0	0
litigators	0	0	0	1	0	0	0
litigious	0	0	0	1	0	0	0
litigiousness	0	0	0	1	0	0	0
lockout	1	0	0	0	0	0	0
lockouts	1	0	0	0	0	0	0
lose	1	0	0	0	0	0	0
loses	1	0	0	0	0	0	0
losing	1	0	0	0	0	0	0
loss	1	0	0	0	0	0	0
losses	1	0	0	0	0	0	0
